text,rating,label
"I dont know what happened to Amazon. They used to be a great company early when they started. I used to be a huge Prime fan but cancelled about 5 years ago. No such thing as 2 day service anymore, and anything I did get was either broken, damaged, or simply junk made in China. Very low quality stuff now. Company really went downhill.",1,0
Depending on phone and location they change prices for same items scam,1,0
I purchased 2 $90 head lamps from this company and they only sent me 1. I have been chasing my tail trying to follow it up and completed multiple statutory declarations at their request and somehow they still aren’t satisfied and refuse to cooperate with me. The best I can do now is hope to help someone else from mistakenly purchasing from amazon and feeding the corporate greed.,1,0
"Amazon has no intention to improve its services, I feel humilated by them, their delivery services guy put my goods in the garbage bin and addressed it as "" delivered "" , I am not living in a garbage bin to tell that they "" delivered it "" ??I didn't receive this, instead of that I asked them to send their guys to collect it from the bin.I told them the story and they said they are sorry for that and refunded me and added me a promotional 10£!!I don't need their money, I need the justice I need to be treated like a human, they told me that they will conduct an internal investigation but the results of this investigation will not be disclosed?!?Unfortunately, this is the second time they do the same act with me, disrespectful!!",1,0
"Amazon now is making a habit of notifying customers that their order has been delivered, when in fact, it was not delivered. And when you call to ask why, I am told that many times the system will mark a package delivered when it was not delivered. I have to wait 24 hours, and if I still do not find the package, I can claim I never received it. Amazon used to brag about being ""customer eccentric"", now I understand why I'm not seeing that anymore.",2,0
I bought few items from Amazon worth more than $200.00. The tracking number showed it had been stalled at local USPS for five days. Amazon said “ very sorry for the delay” “ may be lost in the transit” “ you can ask for refund or replacement”. I did ask for replacement through chatting and all the items sent and I received all of them in two days. Amazing Amazon Customer Service. Highly recommended for customers. Best of the best customer service on line in my opinion. Thank you Amazon,5,1
"Terrible service for delivery. Living in a flat I have to be around for a delivery to allow access past the security door to the block.Checked for time of delivery this morning, stated goods would arrived between 2pm and 5pm. After waiting in for an hour checked again at 3pm to find it had changed to between 5pm and 7pm. It it changes again I'm off out. Nothing from Amazon is worth wasting that much of my time for.I will stick to EBay, far less hassle.",1,0
"Terrible,  actually got some new work jeans on prime delivery for a special event for work and they haven't turned up, apparently there going to be 3/4 days late, what a joke",1,0
"I am writing this review from personal experience. I was in the midst of a terrible deadlock with Amazon.ae (formerly Souq.com), with their customer service team not resolving a simple refund issue promptly, faced with unending internal bureaucracy, repeated non-action-oriented communication, false commitments and all sorts of possible excuses! After giving up all hope, I conveyed my frustration in an email to the company’s founder, Jeff Bezos. Guess what? He took prompt action and the issue was resolved in a few hours! Sitting 7,400 miles away, in Seattle, he achieved what employees sitting a few miles away from my residence could not! I now realize that this is the reason why Amazon is the best company in the world. When the senior-most management is as proactive as this, I now have no doubt as to why they are No. 1 and know that they will continue their unprecedented rise for a long, long time! I wish them the very best! Thank you, Jeff, once again! 25 years after your company was f",5,1
"oh please. WHY is amazon all of a sudden NOT allowing me to login, but sending me to my webmail in order to  confirm it's me logging in? what a  big bother for nothing!  this is happening every single day  for several days now. The dumb FOREIGN customer service has NO  answers. They a re also taking the brunt of my anger. And threatening me since i used some cuss words about amazon. Much deserved! So, they say this: ""Someone is attempting to sign-in to your account.WhenOct xx, 2020 xxxx PMDeviceMozilla Firefox for Windows (XXXXX)NearSame as current IP address (xxxxxxxx) ""the email says: ""Someone is attempting to sign-in to your account.When: 	Oct xx, 2020 xxxx PM Pacific Daylight TimeDevice: 	Mozilla Firefox Windows (xxxx)Near: 	xxxxxxx, United StatesPlease approve or deny."" LOL, RIDICULOUS AND SUCH A HUGE WASTE OF MY TIME AND ENERGY, AND GETS ME SO INFURIATED! do they really want extremely angry customers? .....yeah really, Amazon? IT'S ME TRYING TO SIGN IN SO I CAN SPEND MONEY ON YOU",1,0
"I have been shopping with Amazon for a few months and I am very satisfied with the outcome. The last of orders were in early December and I purchased their waterproof bulb, shower curtain and led lights. The quality is great for all the products and I am also enjoying their Amazon prime benefits.",5,1
"I have used Amazon a lot, however you never really know how good an online seller is until something goes wrong. They messed up taking my payment, but when I got in touch with them, they resolved everything and even got the shipping upgraded to next day, so it didn't even make a difference to the time I would have got my order!",5,1
"Amazon is great; had some issues with payment but was resolved in one business day. Will use again, 10/10",5,1
I ordered. Two things online and both got sent to different house. I’m super madoff now.the drivers gets paid $18 per hour and they never do they’re job.,2,0
"I bought 3 mini blink cameras just over 11 months ago unfortunately 1 of the cameras stopped working I got in touch with  tech support on line they carefully ran me through what had to be done so they could remotely check the camera .they found it was a fault with the hardware they are sending me a free replacement camera ,there support with this matter was dealt with promptly and professionally ,thank you blink team",5,1
Love my kindle and the books.  Have ordered other products with great satisfaction,5,1
I was sitting in my basement office the other day and see a guy in a reflective vest walk by my window. At first I thought it was someone reading our electric meter which is right by the window. The man walked over to our pine tree 15’ from my window and proceeds to pee!! I ran upstairs and told my husband who opened the front door to yell at the delivery man and the guy ran to the Amazon truck and sped away. Come to find out my neighbor across the street just had a delivery from him. I called Amazon logistics and filed a complaint with the tracking # my neighbor gave me. I also called the police and filed a report. It just takes a moment to go to the gas station which is a few minutes away. Infuriating and against the law to pee in someone’s yard!!,1,0
"I am or had an account with amazon not bought anything for a while but still had an account, i bought an amazon fire stick tried to install it and it tried to send me a code to my old phone number, but it could not receive it, so i phoned a help line to change my phone number and the person on the other end told me because i had not purchased anything for a while i could not install the stick through my tv she wouldn't even take my phone number and ended up hanging up. So very rude i think some of your staff need people skills, and the reason i had not purchased anything from amazon is i once bought something which was faulty and amazon didn't resolve this straight away it took about 3 weeks, so please cancel my account.",1,0
I always spend them minimum of $35 or more sometimes a lot more but I'm a current customer I use Amazon quite often but I find it very disheartening that because I'm getting free shipping that they think they can drag their feet sending my products they need to change your attitude about that.,2,0
"The assistance is never helpfull, wont order again",1,0
"The best customer service I've ever seen in my life, I don't understand the bad reviews. You can order whatever you want and return it if you don't like it, they never give you any problems. This is priceless, in my opinion.",5,1
"Again, one more time and maybe the million, Amazon confused the delivery status and mark the order as delivered while it's not!! This time is delivery to Amazon lockers under Amazon prime. The tracking page shows it's delivered while the order page shows undelivered. Moreover I didn't receive the locker code. Confusion and frustration. not the first time, not the second  not even the tenth!! To put facts together, the order number is 113-8438196-4651453Do you want more order numbers? Personally the delivery failure and confusion is up 20% with me.",1,0
The customer service representative was an absolute jerk. Gave me so much attitude it was insane. For a multi billion dollar company its rubbish.,1,0
Review text not found,1,0
Amazon has improved their service in my experience. I would use them again.,4,1
"Always fix problems, always available to chat, almost always next day. I like the idea of shopping on my highstreet but Amazon got me on prime through an effective business structure and good customer service.",5,1
Awesome free and fast delivery love it...,5,1
"I love the service. Amazon is an immensely convenient company as it as a house with most thing's you can imagine under one roof. Something's (product's) do however require me to pay for prime despite not needing a reason in my opinion, I don't know why but if someone does know please let me know. Another minor inconvenience is when I need multiple deliveries as some people don't use FBA. Despite that all it good.",4,1
Good service and good products,5,1
All amazon are being hacked regardless of security they say they have. Close account. I was hacked without a phone call or email. Amazon could not care less,1,0
I did'nt get my order's???I gave an aprox date,1,0
Very unhelpful bought an item that was not fit for use also contacted the company who I bought it from also none of them interested in solving my problem will never use Amazon again will stick with eBay great customer service and support very unhelpful,1,0
"+ Good for buying- Main site layout seems a little cluttered at times-  I tried to join amazon handmade as I handmake clothes but they rejected me because they don't believe I make them- and told me to join their normal selling platform. After the rejection email, they wont reply so....",4,1
"I've been a Loyal Amazon Prime Member for many of years. Canceled my membership today 3/13/21 after countless disappointments in the last month alone. Not ONE of these incidents was from a 3rd party seller. All from Amazon themselves!!If you want to waste your money on products that are not advertised right ( even if you doble check and contact them before ordering ) then I Highly recommend ordering from Amazon. If you like to place orders on items you spent time and research looking for but don't want to ever receive them because they suddenly become unavailable 2 days later, order from Amazon. And lastly if you want to be completely ignored by every customer service agent you can possibly talk to at a company, I highly recommend Amazon! They we very happy to cancel my membership, not resolve my problems.Not sure what is happening to the Amazon I've always recommended, but I highly do NOT advise anyone to order from Amazon until they get it together.",1,0
"Amazon grew to fame and profit by excellent customer service and policies that made it difficult to shop elsewhere. That is all in the past now. The company now frequently abuses customers by not following their policies, and eliminating the original policies that got them their customer base. Prime membership used to get privledges... not any more (prime video even has commercials now) and other companies provide free shipping frequently and without having to pay membership. Returns are now a major hassle, even having to print labels and box yourself before bringing to shippper. And then once returned they complain about missing parts that were disposable and had to be used to try out the product before returning. AND refunds on returns are delayed for a long time... I retunred an item with Amazon more than a week ago and have yet to receive my refund... customer service chat will not allow me to connect until five business days beyond actual receipt date. It has now been five busines",1,0
Especially the free returns with prime,5,1
Great site . Lives this,4,1
"A seller outside amazon sent me a parcel on 29th of march via Amazon Shipping. It was supposed to be delivered on 3rd April. It has been 5 days since then and I still havent received my parcel yet. Neither the tracking status has been updated. Called the customer service 5 times and every time I heard ""Sir it will be delivered by tomorrow surely"" and that 'tomorrow' never came. Their service is literally pathetic. Neither are they ready to give me the address of the hub it has reached or any other leads. All they are saying that they have escalated a complain and just fooling me on every single call. Never opt for amazon shipping for courier, its the most pathetic delivery service I have ever experienced. Dear Jeff, if you ever look at this grief, please think upon your decision of starting this courier service. The employees you have hired are probably not good or qualified enough niether do they care about customer.",1,0
"Purchased in May of 2021, however did not open sealed package until end of October 2021. Purchased from Amazon ""Like new, but damaged package. Cardboard container has approx 2"" square hole punched thru bottom. Opened package to use jumbo bags to store freshly laundered comforter sets. Purchased electric vacuum pump to facilitate vacuum process as hand pump very difficult to use. Vacuum sealed four of eight bags; two of the bags re-inflated immediately. Bags did not hold a seal. Tried another 2 bags, neither held a seal. Tried the last two, both still sealed as of this writing.Called Amazon this date, explained circumstances, was told that 30 day window for return had past but that I could remove sealed contents of the four working bags and return them with defective bags for a partial refund. You do the math - Amazon expects me to pay for and return defective product at cost to me.For years I have purchased birthday, Christmas, Mother and Father's day, and Hannukah gifts and other item",1,0
Amazon prime and Amazon as a whole is pretty sucky these days. Prime customer means nothing. 90 percent of products are from China now. When you look up an item it had a few of repeated ones for pages and at different prices for different prices. They ship everything with USPS. Which is so awful all by itself.  They stopped using there own delivery service. Packages are not tracked great. They disappear then reappear on the tracking. It's such a frickin mess. I hate using this program anymore. i search other sources before resorting to this awful place. ,1,0
"The worst customer service…. Tried to change my phone number on my account the first rep told me they don’t have my email as an account, and I told him I receive emails about my orders all the time and then he verified my address only to hang up on me. The next rep told me she’d send an email to me to show my license and it’ll take 48 hours… the email eas never sent to me",1,0
"(I’m from the UK but I’m not sure if the Trustpilot account for Amazon UK is genuine so I’m rating this company.) I recently got the free trial of Amazon Prime because I want my items to be delivered quicker considering the times we live in right now. I didn’t want to pay for the full version because I wasn’t sure if upgrading would be worth it. Amazon claimed that it was a free trial and that they wouldn’t be charging my account. But two days into the free trial, I checked my bank account and it said there were several charges from Amazon regarding my subscription to Amazon Prime. I immediately canceled my subscription and severed all ties with Amazon. I’m never trusting Amazon again.",1,0
"Ive shopped with amazon for years now, ok had a couple of issues ps4 game damaged but didnt complain it still worked, cd wrong type, ok it was used and cheap! didnt complain.
 The amount of orders i have had probably hundreds and to be honest i love their service and delivery.
 thanks amazon keep making my day please",5,1
Review text not found,5,1
Horrendous costumers service  still  waiting  my refund back nearly gone 1 month  sense  I sent  item to company £154.45! with  all my proved millions  call they  still cant refund my  money! they said  Royl mail  lost  my items they still investigat situation  unbelievable!!!!so I guess  my money  gone!,1,0
"I have purchased a total of $2520 Xbox gift cards from Amazon for a research project. During my purchase process, I was told that Amazon suspected some fake purchase activities on my account and cancelled my orders and locked my account. After calling them, I was told several times that my account was restored and that I was good to go. That repeated a couple of times but I was able to purchase a total of $2520 Xbox gift cards.Then the fun started: When I redeemed the codes, the Microsoft Xbox system told me that some of the codes were already redeemed. The unredeemable codes added up to $610.So I contacted Amazon and was told to contact Microsoft/Xbox. I then contacted Microsoft/Xbox. After Microsoft/Xbox investigated this, they said that the $610 worth of gift codes were deactivated by Amazon before being sold to me. In other words, I received deactivated codes from Amazon.I then contacted Amazon again and was told to either dispute the $610 with my credit card company or continue as",1,0
I always use Amazon! I think they are great. Never had a problem with them.,5,1
"Allows fake, dishonest, factually-incorrect negative reviews of products the reviewer didn't purchase. Censors genuine, honest, factually-correct reviews of products the reviewer purchased (literally all my reviews are censored despite being genuine, honest, factually-correct reviews of products I purchased on Amazon). Refused to remove a fake, dishonest, factually-incorrect negative review of my book left out of spite by Android and iOS developer TMSoft after I reviewed one of their paid Android apps negatively. Enables third-party sellers to sell fake items and unilaterally cancel paid orders without providing any compensation. Spams you with calls despite multiple requests not to do so.Examples of censored reviews: ASIN B081SF349N""2-*da FilGov il 24 dicembre 2020DisappointingExpensive. Disappointing coverage (good but not as powerful as advertised). Enforces unwanted services, doesn't let you disable them (Armor). Connection/Roaming issues (my Pixel 4 often can't connect). Otherwise",1,0
I will never be purchasing anything ever again from Amazon I will be moving my business to eBay you sent me the wrong sized cat tree I ordered the xxl tree got the large tree 2 different prices and won’t do anything to correct your mistake shame on you Amazon shame on your company I will be contacting the seller to let them know what kind of shady business Amazon runs and they might want to reconsider selling their products with you,1,0
amazon is rubbish these days when searching for products you get given a lot of other items with the search that have nothing todo with what you are looking for. Also delivery for items has gotten really poor and the drivers that deliver the products do not read the delivery instructions properly they also just put the item at you front door and walk of without knocking on the door when you have specifically said  not to leave the item at the front door as it it like a 200 pound item,2,0
"So far, so good.",5,1
"So many reasons why I'm giving Amazon only 2 stars. #1 The product offerings have gone downhill. They're no longer the cheapest (I can usually find a better deal elsewhere), the quality is low, and sellers can easily manipulate the system and sneak by. #2 It's nearly impossible to complain to or communicate with Amazon for any reason. How can customers hold Amazon accountable without a forum to do so? #3 Items sold and shipped by Amazon often use USPS, which I won't know until I go to track the order. USPS won't deliver packages to my door...but the whole reason I'm ordering online is for delivery service to my door (it's very difficult for me to get out of the house). #4 Amazon's search feature is not great. I usually have to use Google search and Google lens to find the product with an Amazon shopping link. #5 I feel like I am actually the product that Amazon is selling with its invasiveness online. #6 Two stars instead of one because of how easy it is to get refunds for most product",2,0
I wouldn’t recommend them to anyone. Worst service ever and worst customer service ever. Take my advice and go straight to the source. It will save you the headache.,1,0
"I have been a loyal Prime Member for 4 years now, and was an avid customer for many years before that. I have enjoyed my time as a customer with Amazon, and will continue on for many years to come.",5,1
"When the package was delivered they just left it on my doorstep without ringing the bell (I had stayed in waiting for the delivery).  I only knew that the package had been delivered when I read their e-mail which fortunately I saw within half hour of delivery.  However the mail stated it had been HANDED TO CLIENT, which it had not been so their delivery information was an untruth.  As we have had thefts from doorsteps in our area this delivery was totally unacceptable.",1,0
Amazon is not what it used to be.. it’s a chore to use them and a stressful experience!,1,0
"I will never have another card on file at any website ever again and i will NEVER order from Amazon ever again for the remainder of my life. Twice now I've had money taken from my bank account that was not authorized by me and when i caught Amazon charging me for things I was not authorizing a payment for and contacted customer service by chat and by phone and i asked where is my money for the charges I never authorized i was told I would receive my item ... I was never asking about an item because there was no item, there was Amazon taking $28.24 from me yesterday and then there was Amazon today taking my last 14.00 of my SSI and making it so I can't eat any food today. When i told them they took my last money today that i was supposed to use for food for an unauthorized payment, the rep on the phone laughed at me. Why would someone in customer service laugh at someone who is suffering without food today because their company stole my last 14 dollars and caused me an undue hardship. W",1,0
"BUYER BEWARE!  I was given gift cards for Christmas to purchase a tablet. Instead of taking the cost from the card balance when I ordered, my credit card was charged. When I called, the rep told me they couldn’t reverse the charge BUT they would send me a new one using the gift card balance and to return the other. The new one WASN’T processed. Called again. Nothing they can do -I need to reorder and return the original.  I am done. I’ll use the balance on anything BUT a Fire tablet and then not order from them again. I’ll keep Amazon Prime because I have videos I’ve purchased from there but I will NOT use Amazon for anything else again.",1,0
"Constant bait and switch on Amazon fresh. They figure out what items you actually want, refuse to let you actually buy them, and then Jack the price by 50% to 100% when you add them back to your cart again.",1,0
orders are always dispatched quickly and well packaged,5,1
"The products and delivery service is usually pretty good, but the customer service via chat is absolutely shocking. I received the worst customer service I have ever received on Friday, but I have absolutely no way to feed this back or even complain about it unless I go through the same service where I received the service. I just want an email address or a form to complete so I can submit a complaint, every company, especially one as large as Amazon should have a dedicated complaints procedure.",1,0
"Been a customer to Amazon for years now and just getting fed up of all their cons. Happy to keep my account so the kids can use Alexa and my wife can read her kindle however I will not be shopping with them again. Extremely poor service. Very disappointed and disgusted at their recent service. Just the usual from a large company, think they can do what they want. Happy to give my money to other on line services.",1,0
I used to love Amazon and used Amazon Prime for many years TILL now that is. I can't believe you would be so blatant about your views on CONSERVATIVES... probably half your customers. How stupid can you be....Well I'm out of here and I will never use your company again!!,1,0
"We all know about their legendary delivery service. On 2 occasions I've had to return items because they did not work, quick and efficient refund, exemplary communication.",5,1
I have used amazong for a good few years - mainly books. The prices are unbeatable and the quality of service is great!,5,1
I bought a TV show so I didn't get commercials and yet I still received commercials... It must have been showing how much Amazon Loves People Bourne in Mexico... Charge them more and give them less...,1,0
"They flaunt their free delivery. You buy.They ship.Amazon Notification 1: Oder shipped, be there Saturday.Saturday comes.Amazon Notification 2: Sorry, be there Sunday.Sunday comes.Amazon Notification 3: Sorry, should be there Tuesday. Ifyou want a refund, no problem.How about a refund for EVERY cent that I've paid for ""PRIME"" over the years just for the guaranteed delivery ""advantages""?""Free delivery"", lol... What did I expect? You get what you pay for.I guess when you own the planet, you can do whatever you wanna do.Learning to just lower my expectations in all areas of life.I never really had unrealistic expectations -- just kinda expect people to do what they say they are gonna do.And again, that's too much.",1,0
"Life without Amazon.com - is it possible???  Not a single bad experience - reliable, great product diversity, easy to navigate menu, secure transactions - the list goes on.  Perfect!",5,1
Very pleased everytime I use Amazon.,5,1
"The majority of their customer service is in INDIA. Hence the poor english grammar and shady amazon look alike emails from their support.For every issue I have, I have to reach out 2 to 3 times PER case before it can be resolved. The reason I am leaving a review now is because the last person closed my chat without resolving my issue.Tips: 1) Save all your conversations and their names (even fake names that they use)2) Screenshot all contents3) Request an email confirmation before ending your chat or call",1,0
"I ordered several items on my Amazon account in January, which came to a substantial amount of money, some of my items were delivered, when I tried to go onto my account to check when the rest of my items were due to be delivered, Amazon had closed my account. I have tried to contact them to find out why, and to try and get the money back for the items I have not received, and I get passed around to different departments, no one can help me, no one can tell me why my account was closed, no one can tell me where my items are. One of the items that did come I need to return as it is faulty and because I cannot get in to my account I can’t return it or get the order number! Customer service are useless, often have been very rude.",1,0
"Amazon has sent me 3 absolutely destroyed items in the last two weeks. Their return process for a broken dresser I received has been absolute trash. They informed me that UPS would be coming to my apartment to pick up the box as it is two large for me to take to the post office. They were supposed to pick it up yesterday. I called and complained and they told me that I should have left my item in the ""common delivery room"" for my apartment. I was explicitly informed that they would be coming to my door to get the item. We do not have a mail room. The box it too big to leave at the end of my stairs. Amazon needs to get its crap figured out because I am about done with it",1,0
"Why do Amazon accept companies that use Evri/Hermes?Evri are probably the most unreliable delivery company on the planet.Am now checking my orders for delivery company info and if it's Evri, I will cancel the order ",1,0
"Horrible Customer Service. They used to be very good at accommodating their customers, especially if the mistake was on their side. From late orders, lost packages, or wrong items sent, they used to be very prompt. THEN they got way too big for their britches. They became arrogant, don't want to rectify their mistakes, and passes the blame on to their consumers. I am very tempted to cancel my long time membership with them",1,0
"So I had a parcel delivered today, I was in my frontroom and heard the driver throw my parcel onto my doorstep from my frontroom opened my parcel which was fragile to find it smashed. That delivery driver needs to be dealt with otherwise I will take it out on every amazon driver van I come across because this isn't f!cking acceptable. And the customer service person I was speaking to has just hung up on me because she didn't want to deal with it. Absolute bloody joke of a company",1,0
Very pleased with anything I have ordered via Amazon.   Good quality,5,1
Amazon customer services gave first class support in problem with defective item,5,1
I'm not a fan of the guy they just fired but he was adamant about the customer getting what they paid for and since he's been gone I've encountered multiple false advertisements all my packages are late and broken and they cover up all the bad reviews they possibly can. I don't see Amazon lasting 5 to 10 more years with these problems not being addressed. Soon as ppl relies they cancel for triple damages and other things like grand larceny pedaling bootleg branded items I don't get how no 1 has started yet. They blame it on the seller but in reality it's Amazon that advertises without checking the products first,1,0
GAY MEN ARE HOT AND ANDREW TATE IS ONE OF THEM ALSO KNOWN AS BOTTOM G CUZ HE LOVES MY BOTTOM I HATE JEFF BEZOS HE IS BALD AND ANDREW TATE IS BALD BUT HOT,1,0
Over many years I have to say Amazon have provided a very reliable service. I find it easy to contact them through online chat and any problems....they quickly refund. PLUS a lot of the profit is now going to be given to good causes! So I feel better having helped enrich one of the worlds richest people.,5,1
My deliver has been postponed for max 2 more days because some useless driver decided he was too tired so he’ll go home for the night so I have to wait for my deliver even tho he was down the road before heading back up to his home,1,0
Convenient and its services continue to expand,5,1
"Exceptional and outstanding products, delivery, customer service on par with John Lewis!!!",5,1
"Purchase was out for delivery.Then get a note while tracking it, that it was undeliverable and sent back and refund will be in 48 hours.This is the second time this has happened coming through their Bountiful, Utah service center.Every time it comes through them I don't receive product.",1,0
Review text not found,5,1
"Apparently, they're a small, internet-based shop.  I predict a great future for them.",5,1
"Amazon alwqays has fast delivery times, and their customer service is excellent .",5,1
"One of the best retailers online. Returns policy is second to none. Prime is worth subscribing to if you regularly buy from Amazon as it really enhances delivery. 
However they are not always the cheapest depending on what you are after, especially if the item can only be bought through a third party seller. This is one area where Amazon is let down as third party sellers are only as good as the person you are buying from. As a result we only now tend to by items that allow Amazon Prime,",5,1
Order a marvel super hero 2 game Wii switch game for my grandson the order came but no game with it I'm absolutely discussed with this service this is a Christmas present for my grandson I would not buy from this company because I am not doing and I have tried to contact them but no joy waste of bloody time,1,0
"Please check your invoice vs statement. Was charged more than I should have been, Amazon support useless and closed my chat without resolution, unacceptable, stolen money from me.",1,0
I buy a lot of various things from Amazon. The range of goods available is simply amazing and always at a great price. Free delivery as well on many items.,5,1
"i have ordered from them many times and have had the items delivered as early as the next day even when i choose the free posting option, i have also sent things back before and there is never any hassle, and have always been refunded quickly.",5,1
"I have been a customer for years and they have always taken care of any issues that have come up.  The only reason I gave them 4 instead of 5 stars is that the cost of Prime is too much, especially considering their competitors offer similar services for FREE.  For me, the pros still outweigh the cons and Amazon has done a good job over the years trying to add more value to a Prime membership.",4,1
User friendly; hassle free.,5,1
"First order using Amazon Prime. Ordered a pair of tozo t12 earbuds for around 30€. The item was suppposed to arrive the next day. It never arrived. The order was cancelled, the money refunded and the price of the same item had increased by 7€. If they think I'm invested enough into the sale that I'm going to reorder the same item with the increased price, they couldn't be more wrong. I'll look elsewere.Also, am I the only one that finds the search feature messy as hell?",1,0
Great Website but International delivery costs too high,4,1
"I love Amazon's delivery service. However, I recently ordered a laminate cutting tool indicated as new in the condition report. However, it arrived and was clearly used.  The blade was very dull.  At the very least it should have had a new blade put on it.  I will still use Amazon when purchasing some items. But beware when buying tools as they may be used but sold as new.",2,0
"I've been an Amazon customer for a long time and miss the ""true"" 2-day delivery they had. Nowadays, 'everything' seems to be Prime with no guarantee as far as the delivery goes. The price is 'okay' at best and constantly having to shuffle around for best prices.The worst part is the returns. I've had constant issues when in fact, I drop off the items at Kohl's which the employees always check and verify and even then, Amazon will receive it and a week or two later, they claim I didn't send it back. They ensure that I won't be charged but do anyway and of course, I need to call or chat with them all over again. I waste 15-20 minutes every time which is absurd. I used to spend over $100K a year at Amazon including my business but not much any more as other companies are offering either better deals and/or services. But nothing is forever (even Bezos said once) so I just do what I can to make sure I find good prices and service.",2,0
Amazon left my parcels outside for everyone to see got stolen and now they won't do nothing about it,1,0
"Despite advertising an ink cartridge from ubinki with 24 months guarantee in case of defect, there is no way to get in touch with the seller. Amazon claims there is, when in fact there is not - neither via their website, which keeps looping me into the Amazon chat bot, nor the actual email address I finally found on the box. After multiple chats, and over one hour on the phone with supposedly the highest supervisor in the customer service department, they tell me there is nothing they can do. The last person I spoke to is named Zahid. I know Amazon with better service - a disgrace!!!",1,0
Bought cosmetics! Fast shipping.,5,1
"This review is for one employee at Amazon in particular - Shy Lauri.Before I begin, I just want it to be known that although I am now hoping to get a job at Amazon, I had no personal affiliation with Amazon or it's employees (including Shy Lauri) during the time period for which I am writing this review:I am homeless.  I have lived on the streets of Las Vegas for nearly 3 years now.  And the only way I can order items online and have them delivered to me is through Amazon Hub Yellow Box.  I have only purchased a very few products from Amazon over the past 3 years.  Being unemployed, and homeless, I have been habitually short on money since the Covid-19 lockdowns began.This past month, I had the opportunity to purchase a few more items from Amazon.  And I had those items sent to the ""Berkeley Square"" Yellow Box, at the Amazon Hub Locker on E. Owens, in N Las Vegas, NV.  There I met the best customer service associate that I have ever had the pleasure of meeting - Ms. Shy Lauri.There wer",5,1
I used to use Amazon quite a lot and always foubd them reliable but recently found that a lot of packages sourced have failed to turn up and Amazon cannot be contacted directly. They simply offer you a customer service hub with links to your orders for you to chase up with suppliers yourself. They are quick to take your cash but dont refund when those goods dont deliver. They are turning into ebay with unscrupilous suppliers and no ownership.,1,0
Used to love shopping on Amazon quick easy convienient especially for someone like me with a disability however recently the customer service is appalling been lied to on multiple occasions refused a manager had an agent speak to me telling me shame and he will say whatever he wants to me re issues with items not being delivered then after all the hassle the item is faulty speak to customer service who fob you off until finally someone agrees it shouldn’t have happened and they would be refunding they explained money would be in my account today (yesterday) no money received spoke to another agent who provided me with a tracking number gave to my bank who advised nothing showing pending to go in and they can’t use that tracking reference to speak to the bank it’s coming from contact Amazon again who refuse to give the name of the bank so no refund no tv and no further foward ,1,0
"I cant understand why there are so many low scores for Amazon. Where else can you go and get same day delivery, on Prime and the items and packaging come in perfect condition. Such a range and always giving price comparisons. I know I can rely on them to deliver on time with no hastle. I can return items with no questions if I or they got it wrong. Its easier and cheaper than going to town for sure with more variety. I'm very pleased. this is not a one off experience, i have been shopping with them for years with many purchases.",5,1
"Bought a double bevel mitre saw, still waiting for a dispatch, no communication from Amazon just left waiting, ordered on 27th December and nothing! not happy with Amazon direct.",1,0
"Great service, great choice & easy form filling.",5,1
pretty good experience,4,1
best place to find items usually at prices better than you may find on ebay,4,1
very convenient to order stuff online,5,1
"Really good prices,great if you have prime and the twitch amazon is also a great feature.",4,1
"Absolute worst company ever. Their customer service is terrible. I don’t know how they can possibly stay in business if this continues. In the past month, I’ve ordered 20 items. 5 of them have been late, 2 have been the wrong thing, and 2 never arrived. Of these 20 items, I’ve returned a total of 4 items. 2 because they were the wrong thing and 2 because they just were not what I was expecting.Of the two that never arrived, Amazon was so reluctant to refund me, they kept telling me to wait it out. The most frustrating thing was my orders showed if the item didn’t arrived by “__”date, then I should return and I would be refunded. When I did this, they asked me to wait longer. After reattempting this 3 times over the course of 6 days, each time they did the same thing. Finally, I was refunded. 2 other items I’ve chatted about and the reps have told me on separate occasions that I don’t need to return the item and I would be refunded. I then donated the items because they were what I need",1,0
"I am a huge fan of the amazon customer service. Immediate call back and competent help in no time. It has been a consistent experience, whether it was about a return, a damaged item or with regards to resetting a kindle. I love their service, their availability and their solutions. Top notch!",5,1
Had an account for years with no issues,5,1
If I can't find it on Amazon then I guess I didn't need it! Always the best price and most times no shipping,5,1
"Zero star if I could based on the level of service.I have been with Amazon Prime membership for as long as it started and the actions of this customer service literally put the nail on this coffinI was being charged twice since september 2021, i pay annually for my subscription and noticed an added monthly subscription of 8.99 as well. When I called the customer service to call this out and also let them know they charged both my debit and credit card...i was concerned my bank card might have been hacked and  the customer service staff laughed at me for complaining, his tone was rude and was dismissive of my claims, he wasn't aware of their product either. I demanded to speak to the Manager who was not far off. I asked to raise a complaint and he asked ""why?"" ""Do you want the service personnel fired?"" I was shocked and said a complaint is to ensure the right training is provided where necessary. Needless to say, he refused to provide a reference number or followup details, stating it i",1,0
"I stopped shopping lol, I can get everything on here!",5,1
"Amazon is now the go to place when I definitely need something.  It took a lot for me to return to Mail Order, but now I see that's really the only way to get what you need.  When ordering though, place in special shipping instructions to avoid UPS (United Parcel Service) if possible.  In the Atlanta delivery area, UPS is very unreliable in my experience.  Go with USPS, FedEx, or Amazon Locker if possible.",5,1
